,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
4618,Maruti 800 Std MPFi,2003.0,42000.0,62000.0,Petrol,Individual,Manual,0.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
4619,Maruti Swift Dzire 1.2 Lxi BSIV,2009.0,190000.0,160000.0,Petrol,Individual,Manual,2.0,17.5,1197.0,85.8,114Nm@ 4000rpm,5.0
4620,Maruti Swift Dzire VDI,2019.0,694000.0,35000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
4621,Mahindra XUV500 AT W6 2WD,2016.0,861999.0,120000.0,Diesel,Individual,Automatic,0.0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4622,Honda Amaze SX i-DTEC,2017.0,650000.0,50000.0,Diesel,Individual,Manual,0.0,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0
4623,Maruti Swift Dzire ZDi,2011.0,310000.0,70000.0,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4624,Maruti Swift VDI,2013.0,360000.0,97000.0,Diesel,Individual,Manual,0.0,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0
4625,Maruti Swift Dzire LDi,2011.0,240000.0,90000.0,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4626,Mahindra XUV500 W8 AWD,2012.0,500000.0,84487.0,Diesel,Individual,Manual,3.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4627,Toyota Innova 2.5 GX 7 STR,2010.0,475000.0,100000.0,Diesel,Individual,Manual,1.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
4628,Maruti Alto LX,2007.0,100000.0,60000.0,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4629,Maruti SX4 Zxi BSIII,2009.0,200000.0,110000.0,Petrol,Individual,Manual,2.0,15.0,1586.0,104.68,"145@ 4,100(kgm@ rpm)",5.0
4630,Toyota Innova 2.5 G2,2006.0,430000.0,264000.0,Diesel,Individual,Manual,0.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
4631,Mahindra Xylo E4 BS IV,2010.0,245000.0,146000.0,Diesel,Individual,Manual,3.0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0
4632,Maruti Swift Dzire VDI,2014.0,450000.0,70000.0,Diesel,Individual,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4633,Maruti Vitara Brezza VDi Option,2017.0,800000.0,51146.0,Diesel,Individual,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4634,Maruti Ritz LXI,2011.0,215000.0,40000.0,Petrol,Individual,Manual,0.0,21.1,1197.0,85.8,114Nm@ 4000rpm,5.0
4635,Maruti Vitara Brezza VDi Option,2017.0,760000.0,50000.0,Diesel,Individual,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4636,Volkswagen Polo 1.5 TDI Comfortline,2015.0,416000.0,80000.0,Diesel,Individual,Manual,0.0,20.14,1498.0,88.8,230Nm@ 1500-2500rpm,5.0
4637,Maruti Wagon R LXI BSIII,2011.0,195000.0,120000.0,Petrol,Individual,Manual,0.0,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
4638,Maruti Alto 800 VXI,2017.0,325000.0,23000.0,Petrol,Individual,Manual,0.0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
4639,Maruti Alto K10 LXI,2010.0,145000.0,70000.0,Petrol,Individual,Manual,1.0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
4640,Maruti Swift VDI,2018.0,675000.0,23000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0
4641,Maruti Wagon R VXI Optional,2016.0,340000.0,30000.0,Petrol,Individual,Manual,1.0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
4642,Tata Manza Aura Plus Quadrajet BS IV,2011.0,340000.0,50000.0,Diesel,Individual,Manual,0.0,19.0,1248.0,90.0,200Nm@ 1750-3000rpm,5.0
4643,Maruti Omni MPI STD BSIV,2014.0,260000.0,40000.0,Petrol,Individual,Manual,0.0,16.8,796.0,34.2,59Nm@ 2500rpm,5.0
4644,Maruti Alto 800 LXI,2015.0,300000.0,50000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
4645,Maruti 800 AC,2007.0,75000.0,60000.0,Petrol,Individual,Manual,1.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
4646,Tata Indica Vista TDI LX,2011.0,350000.0,80000.0,Diesel,Individual,Manual,0.0,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0
4647,Maruti XL6 Alpha,2019.0,1000000.0,15000.0,Petrol,Individual,Manual,0.0,19.01,1462.0,103.2,138nm@ 4400rpm,6.0
4648,Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,170000.0,150000.0,Diesel,Individual,Manual,2.0,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
4649,Maruti Swift Dzire Tour S CNG,2018.0,600000.0,40000.0,Petrol,Individual,Manual,0.0,19.0,1197.0,85.8,114Nm@ 4000rpm,5.0
4650,Honda City 1.5 V AT,2010.0,800000.0,25000.0,Petrol,Individual,Automatic,0.0,16.8,1497.0,118.0,146Nm at 4800 rpm,5.0
4651,Force One EX,2018.0,850000.0,120000.0,Diesel,Individual,Manual,1.0,17.0,2650.0,80.84,230Nm@ 1800-2000rpm,7.0
4652,Mahindra XUV500 W6 2WD,2014.0,980000.0,120000.0,Diesel,Individual,Manual,1.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4653,Ford Endeavour 2.5L 4X2,2011.0,850000.0,298000.0,Diesel,Individual,Manual,1.0,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0
4654,Tata Sumo Gold GX BSIII,2012.0,340000.0,270000.0,Diesel,Individual,Manual,2.0,14.07,2956.0,68.4,223Nm@ 1600-2200rpm,7.0
4655,Maruti Vitara Brezza ZDi AMT,2018.0,900000.0,50000.0,Diesel,Individual,Automatic,1.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
4656,Maruti Swift Dzire VDi,2010.0,310000.0,120000.0,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4657,Maruti Ertiga ZDI,2013.0,600000.0,60000.0,Diesel,Individual,Manual,2.0,20.77,1248.0,88.8,200Nm@ 1750rpm,7.0
4658,Maruti Swift Dzire ZDi,2008.0,270000.0,149000.0,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4659,Hyundai Santro Sportz BSIV,2019.0,509999.0,5000.0,Petrol,Individual,Manual,0.0,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0
4660,Tata Indica Vista TDI LX,2013.0,225000.0,70000.0,Diesel,Individual,Manual,1.0,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0
4661,Hyundai i10 Magna,2015.0,280000.0,55000.0,Petrol,Individual,Manual,0.0,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0
4662,Tata Tiago 1.05 Revotorq XZ WO Alloy,2016.0,490000.0,100000.0,Diesel,Individual,Manual,0.0,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0
4663,Mahindra Bolero 2011-2019 Plus AC,2013.0,440000.0,120000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1440-2200rpm,9.0
4664,Tata Safari Storme EX,2014.0,500000.0,291977.0,Diesel,Individual,Manual,0.0,14.0,2179.0,138.1,320Nm@ 1700-2700rpm,7.0
4665,Honda CR-V 2.4L 4WD,2005.0,476999.0,85000.0,Petrol,Individual,Manual,2.0,11.1,2354.0,158.8,218Nm@ 4200rpm,5.0
4666,Hyundai i20 Active 1.2 S,2015.0,590000.0,70000.0,Petrol,Individual,Manual,2.0,17.19,1197.0,81.86,114.73Nm@ 4000rpm,5.0
4667,Ford Endeavour 2.5L 4X2 MT,2010.0,500000.0,120000.0,Diesel,Individual,Manual,0.0,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0
4668,Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,600000.0,40000.0,Diesel,Individual,Manual,0.0,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0
4669,Mahindra Scorpio 1.99 S4,2016.0,750000.0,70000.0,Diesel,Individual,Manual,0.0,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0
4670,BMW 3 Series 320d GT Luxury Line,2017.0,2950000.0,39000.0,Diesel,Dealer,Automatic,0.0,19.59,1995.0,187.74,380Nm@ 1750-2750rpm,5.0
4671,BMW 5 Series 520d Luxury Line,2019.0,5200000.0,10000.0,Diesel,Dealer,Automatic,0.0,18.12,1995.0,190.0,400Nm@ 1750-2500rpm,5.0
4672,Volkswagen Polo 1.5 TDI Comfortline,2019.0,695000.0,36800.0,Diesel,Dealer,Manual,0.0,20.14,1498.0,88.0,230Nm@ 1500-2500rpm,5.0
4673,Maruti Swift Dzire VDI Optional,2018.0,690000.0,52200.0,Diesel,Dealer,Manual,0.0,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0
4674,Hyundai Grand i10 1.2 CRDi Magna,2016.0,409999.0,78000.0,Diesel,Dealer,Manual,0.0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
4675,Tata Harrier XZ Plus,2020.0,1650000.0,16000.0,Diesel,Dealer,Manual,0.0,17.0,1956.0,167.67,350Nm@ 1750-2500rpm,5.0
4676,Audi Q3 2.0 TDI Quattro Premium Plus,2016.0,2375000.0,30000.0,Diesel,Dealer,Automatic,0.0,15.73,1968.0,174.33,380Nm@ 1750-2500rpm,5.0
4677,Hyundai Grand i10 1.2 CRDi Sportz,2017.0,525000.0,29000.0,Diesel,Dealer,Manual,1.0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
4678,Jeep Compass 2.0 Limited Plus 4X4,2019.0,2150000.0,25000.0,Diesel,Dealer,Manual,0.0,16.3,1956.0,170.63,350Nm@ 1750-2500rpm,5.0
4679,Mahindra XUV500 W8 2WD,2013.0,540000.0,60000.0,Diesel,Individual,Manual,1.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4680,Toyota Fortuner 4x4 AT,2017.0,2750000.0,60000.0,Diesel,Dealer,Automatic,1.0,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7.0
4681,Mahindra Scorpio 1.99 S10 4WD,2016.0,1000000.0,112000.0,Diesel,Dealer,Manual,1.0,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0
4682,Audi A4 35 TDI Premium Plus,2018.0,2900000.0,15000.0,Diesel,Dealer,Automatic,0.0,18.25,1968.0,187.74,400Nm@ 1750-3000rpm,5.0
4683,Mahindra TUV 300 mHAWK100 T8,2017.0,725000.0,40000.0,Diesel,Dealer,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
4684,Maruti Ciaz Alpha Diesel,2018.0,975000.0,36000.0,Diesel,Dealer,Manual,0.0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
4685,Maruti Wagon R VXI,2016.0,355000.0,60000.0,Petrol,Dealer,Manual,0.0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
4686,Honda CR-V 2.4L 4WD MT,2008.0,400000.0,120000.0,Petrol,Individual,Manual,0.0,11.1,2354.0,158.8,218Nm@ 4200rpm,5.0
4687,Maruti Alto 800 VXI BSIV,2015.0,265000.0,48000.0,Petrol,Dealer,Manual,0.0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
4688,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018.0,650000.0,40000.0,Diesel,Dealer,Manual,0.0,20.14,1498.0,88.0,230Nm@ 1500-2500rpm,5.0
4689,Maruti Ciaz 1.3 Alpha,2017.0,720000.0,60000.0,Diesel,Individual,Manual,0.0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
4690,Hyundai Verna 1.6 VTVT S,2016.0,850000.0,25000.0,Petrol,Individual,Manual,0.0,17.01,1591.0,121.3,154.9Nm@ 4200rpm,5.0
4691,Maruti Alto K10 VXI,2015.0,290000.0,42000.0,Petrol,Individual,Manual,0.0,23.95,998.0,67.05,90Nm@ 3500rpm,5.0
4692,Mercedes-Benz E-Class E 250 Elegance,2010.0,1200000.0,35000.0,Petrol,Individual,Automatic,1.0,10.93,2497.0,204.0,245Nm@ 5000rpm,5.0
4693,Mahindra TUV 300 T8 AMT,2016.0,600000.0,90000.0,Diesel,Individual,Automatic,1.0,18.49,1493.0,100.0,230Nm@ 1500-2250rpm,7.0
4694,Maruti Ritz VDi,2011.0,300000.0,90000.0,Diesel,Individual,Manual,1.0,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0
4695,Renault Pulse RxL,2012.0,225000.0,110000.0,Diesel,Individual,Manual,1.0,23.08,1461.0,63.12,160Nm@ 2000rpm,5.0
4696,Maruti Swift Dzire VDi,2009.0,240000.0,70000.0,Diesel,Individual,Manual,1.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4697,Hyundai Verna 1.6 SX,2014.0,700000.0,80000.0,Diesel,Individual,Manual,0.0,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0
4698,Maruti Swift VDI BSIV,2014.0,470000.0,70000.0,Diesel,Individual,Manual,1.0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
4699,Hyundai i20 Active 1.4 SX Dual Tone,2016.0,800000.0,80000.0,Diesel,Individual,Manual,0.0,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5.0
4700,Renault Duster 110PS Diesel RxZ,2012.0,450000.0,90000.0,Diesel,Individual,Manual,0.0,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0
4701,Tata Indica V2 DLE BSII,2007.0,90000.0,90000.0,Diesel,Individual,Manual,2.0,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5.0
4702,Toyota Corolla Altis Diesel D4DG,2010.0,450000.0,120000.0,Diesel,Individual,Manual,1.0,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5.0
4703,Toyota Etios Liva GD,2012.0,400000.0,107500.0,Diesel,Individual,Manual,1.0,,,,,
4704,Toyota Innova Crysta 2.8 GX AT BSIV,2017.0,1465000.0,62000.0,Diesel,Dealer,Automatic,0.0,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7.0
4705,Hyundai Creta 1.6 CRDi SX Plus,2016.0,925000.0,79000.0,Diesel,Dealer,Manual,0.0,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
4706,Toyota Innova Crysta 2.4 GX MT BSIV,2016.0,1385000.0,60000.0,Diesel,Dealer,Manual,1.0,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,7.0
4707,Toyota Fortuner 4x4 MT,2015.0,2000000.0,20000.0,Diesel,Individual,Manual,0.0,12.55,2982.0,168.5,343Nm@ 1400-3400rpm,7.0
4708,Tata Indigo LS,2004.0,80000.0,248200.0,Diesel,Individual,Manual,1.0,16.1,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
4709,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,300000.0,110000.0,Diesel,Individual,Manual,1.0,10.5,2179.0,120.0,290Nm@ 1800-2800rpm,7.0
4710,Maruti Swift Dzire VDi,2009.0,360000.0,100000.0,Diesel,Individual,Manual,0.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
4711,Hyundai Verna Transform CRDi VGT SX ABS,2010.0,320000.0,70000.0,Diesel,Individual,Manual,1.0,16.2,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0
4712,Ambassador Classic 2000 DSZ AC PS,1994.0,99000.0,100000.0,Diesel,Individual,Manual,1.0,12.8,1995.0,52.0,106Nm@ 2200rpm,5.0
4713,Maruti Ertiga SHVS ZDI,2016.0,780000.0,50000.0,Diesel,Individual,Manual,1.0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
4714,Maruti Ertiga VDI,2013.0,620000.0,139000.0,Diesel,Individual,Manual,0.0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
4715,Skoda Octavia RS 1.8 Turbo Petrol MT,2006.0,100000.0,120000.0,Petrol,Individual,Manual,2.0,13.1,1781.0,149.5,"21.4@ 1,750-4,600(kgm@ rpm)",5.0
4716,Tata Indica Vista Safire GLX,2014.0,210000.0,35000.0,Petrol,Individual,Manual,1.0,16.7,1172.0,64.1,96Nm@ 3000rpm,5.0
4717,Mahindra Bolero 2011-2019 SLE,2015.0,375000.0,80000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
4718,Renault Triber RXZ,2019.0,786000.0,7720.0,Petrol,Individual,Manual,0.0,20.0,999.0,71.0,96Nm@ 3500rpm,7.0
4719,Mahindra XUV500 W8 AWD,2014.0,1000000.0,50000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
4720,Maruti Zen D,2002.0,120000.0,60000.0,Diesel,Individual,Manual,1.0,20.8,1527.0,58.0,789Nm@ 2250rpm,5.0
4721,Mahindra Verito Vibe 1.5 dCi D6,2016.0,750000.0,100000.0,Diesel,Individual,Manual,0.0,20.8,1461.0,64.1,160Nm@ 2000rpm,5.0
4722,Hyundai i20 Magna 1.2,2016.0,550000.0,57882.0,Petrol,Individual,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
4723,Tata Safari Storme LX,2018.0,875000.0,142000.0,Diesel,Individual,Manual,0.0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,5.0
4724,Tata Safari Storme LX,2018.0,890000.0,140000.0,Diesel,Individual,Manual,2.0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,5.0
4725,Maruti Ertiga ZXI,2015.0,700000.0,35000.0,Petrol,Individual,Manual,0.0,16.02,1373.0,93.7,130Nm@ 4000rpm,7.0
4726,Mahindra Bolero 2011-2019 SLX,2015.0,550000.0,30000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
4727,Datsun GO T Petrol,2018.0,400000.0,10000.0,Petrol,Individual,Manual,0.0,19.83,1198.0,67.0,104Nm@ 4000rpm,5.0
4728,Maruti Celerio VXI,2015.0,290000.0,30000.0,Petrol,Individual,Manual,1.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
4729,Tata Indigo CS LS (TDI) BS III,2012.0,150000.0,90000.0,Diesel,Individual,Manual,0.0,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0
4730,Maruti Eeco 7 Seater Standard BSIV,2015.0,300000.0,35000.0,Petrol,Individual,Manual,1.0,15.37,1196.0,73.0,101Nm@ 3000rpm,7.0
4731,Maruti Swift 1.3 VXi,2009.0,220000.0,25000.0,Petrol,Individual,Manual,0.0,,,,,
4732,Maruti Wagon R LXI,2008.0,221000.0,35008.0,Petrol,Dealer,Manual,0.0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
4733,Datsun RediGO T,2017.0,270000.0,31100.0,Petrol,Dealer,Manual,0.0,22.7,799.0,53.64,72Nm@ 4386rpm,5.0
4734,Hyundai Xcent 1.1 CRDi Base,2014.0,455000.0,42312.0,Diesel,Dealer,Manual,0.0,24.4,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0
4735,Toyota Etios G Safety,2011.0,300000.0,72000.0,Petrol,Dealer,Manual,0.0,17.6,1496.0,88.7,132Nm@ 3000rpm,5.0
4736,Toyota Etios Liva 1.4 GD,2014.0,480000.0,54891.0,Diesel,Dealer,Manual,0.0,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5.0
4737,Hyundai Verna CRDi 1.6 AT SX Plus,2018.0,1000000.0,30000.0,Diesel,Individual,Automatic,0.0,22.0,1582.0,126.2,259.87nm@ 1500-3000rpm,5.0
4738,BMW 3 Series 320d Luxury Line Plus,2017.0,2600000.0,44000.0,Diesel,Dealer,Automatic,0.0,22.69,1995.0,190.0,400Nm@ 1750-2750rpm,5.0
4739,Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,1850000.0,18890.0,Diesel,Dealer,Automatic,0.0,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7.0
4740,Hyundai Santro Magna BSIV,2019.0,500000.0,5000.0,Petrol,Individual,Manual,0.0,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0
4741,Mahindra Ssangyong Rexton RX7,2013.0,800000.0,117000.0,Diesel,Dealer,Automatic,0.0,11.18,2696.0,184.0,402Nm@ 1600-3000rpm,7.0
4742,Renault Koleos 2.0 Diesel,2013.0,1000000.0,75010.0,Diesel,Dealer,Automatic,0.0,13.73,1995.0,148.0,320Nm@ 2000rpm,5.0
4743,Tata Manza Club Class Quadrajet90 LS,2013.0,250000.0,50000.0,Diesel,Individual,Manual,0.0,21.02,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
4744,Renault Pulse RxZ Optional,2012.0,245000.0,100000.0,Diesel,Dealer,Manual,0.0,23.08,1461.0,63.1,160Nm@ 2000rpm,5.0
4745,Hyundai Grand i10 Magna AT,2019.0,625000.0,4337.0,Petrol,Dealer,Automatic,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
4746,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018.0,560000.0,14495.0,Petrol,Dealer,Manual,0.0,18.78,999.0,75.0,95Nm@ 3000-4300rpm,5.0
4747,Honda Jazz 1.2 V i VTEC,2018.0,680000.0,8576.0,Petrol,Dealer,Manual,0.0,18.7,1199.0,88.7,110Nm@ 4800rpm,5.0
4748,Maruti Swift Dzire VDI,2019.0,700000.0,30000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
4749,Tata Indigo eCS LX BSIV,2013.0,220000.0,80000.0,Diesel,Individual,Manual,0.0,23.03,1396.0,69.0,140Nm@ 1800-3000rpm,5.0
4750,Tata Indigo CS LX (TDI) BS-III,2017.0,450000.0,70000.0,Diesel,Individual,Manual,0.0,19.09,1405.0,69.01,135Nm@ 2500rpm,5.0
4751,Tata Tigor 1.2 Revotron XZA,2017.0,525000.0,19723.0,Petrol,Dealer,Automatic,0.0,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0
4752,Toyota Innova 2.5 GX 7 STR,2009.0,650000.0,242000.0,Diesel,Individual,Manual,3.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
4753,BMW 6 Series GT 630d Luxury Line,2018.0,5500000.0,22000.0,Diesel,Individual,Automatic,0.0,17.09,2993.0,261.4,620Nm@ 2000-2500rpm,4.0
4754,Maruti Swift Dzire AMT ZDI Plus,2017.0,875000.0,30000.0,Diesel,Dealer,Automatic,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
4755,Hyundai i20 Asta Option 1.2,2019.0,785000.0,9000.0,Petrol,Dealer,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
4756,Honda WR-V i-VTEC VX,2017.0,819999.0,30000.0,Petrol,Dealer,Manual,0.0,17.5,1199.0,88.7,110Nm@ 4800rpm,5.0
4757,BMW 3 Series GT Luxury Line,2016.0,2950000.0,60000.0,Diesel,Dealer,Automatic,0.0,21.76,1995.0,188.0,400Nm@ 1750-2500rpm,5.0
4758,Toyota Innova Crysta 2.4 ZX MT,2016.0,1925000.0,27000.0,Diesel,Dealer,Manual,0.0,13.68,2393.0,147.51,343Nm@ 1400-2800rpm,7.0
4759,Honda WR-V i-DTEC VX,2017.0,885000.0,39000.0,Diesel,Dealer,Manual,0.0,25.5,1498.0,98.6,200Nm@ 1750rpm,5.0
4760,Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015.0,680000.0,64000.0,Petrol,Dealer,Automatic,0.0,16.05,1499.0,110.4,140Nm@ 4400rpm,5.0
4761,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,960000.0,42000.0,Diesel,Dealer,Manual,0.0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
4762,Honda Brio 1.2 VX MT,2012.0,385000.0,45000.0,Petrol,Dealer,Manual,0.0,18.5,1198.0,86.8,109Nm@ 4500rpm,5.0
4763,Tata Harrier XZ,2019.0,1650000.0,15000.0,Diesel,Dealer,Manual,0.0,17.0,1956.0,167.67,350Nm@ 1750-2500rpm,5.0
4764,Mahindra TUV 300 mHAWK100 T8,2018.0,890000.0,55000.0,Diesel,Dealer,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
4765,Ford Endeavour 3.0L 4X4 AT,2015.0,1275000.0,64000.0,Diesel,Dealer,Automatic,0.0,11.4,2953.0,153.86,380Nm@ 2500rpm,7.0
4766,BMW 6 Series GT 630d Luxury Line,2018.0,6000000.0,27000.0,Diesel,Dealer,Automatic,0.0,17.09,2993.0,261.4,620Nm@ 2000-2500rpm,4.0
4767,Maruti Ciaz Delta Automatic BSIV,2019.0,1025000.0,15000.0,Petrol,Dealer,Automatic,0.0,20.28,1462.0,103.25,138Nm@ 4400rpm,5.0
4768,Volkswagen Polo GT TSI,2016.0,675000.0,69000.0,Petrol,Dealer,Automatic,0.0,17.2,1197.0,103.6,175Nm@ 1500-4100rpm,5.0
4769,Maruti Swift Dzire ZXI Plus BS IV,2017.0,700000.0,80000.0,Petrol,Dealer,Manual,0.0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
4770,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016.0,780000.0,60000.0,Diesel,Dealer,Manual,0.0,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0
4771,Hyundai Verna 1.6 SX CRDi (O),2017.0,1050000.0,70000.0,Diesel,Dealer,Manual,0.0,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0
4772,Audi Q5 45 TDI quattro Technology,2015.0,2700000.0,105000.0,Diesel,Dealer,Automatic,1.0,13.22,2967.0,241.4,580Nm@ 1400-3250rpm,5.0
4773,Tata Bolt Quadrajet XE,2016.0,400000.0,100000.0,Diesel,Individual,Manual,0.0,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0
4774,Mahindra Bolero 2011-2019 Plus Non AC,2011.0,400000.0,100000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1440-2200rpm,9.0
4775,Maruti Alto LX BSIII,2009.0,85000.0,90000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
4776,Tata Hexa XM,2018.0,1300000.0,35000.0,Diesel,Individual,Manual,0.0,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0
4777,Mahindra TUV 300 mHAWK100 T8,2018.0,819999.0,11500.0,Diesel,Individual,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
4778,Mahindra TUV 300 T6 Plus AMT,2015.0,620000.0,40000.0,Diesel,Individual,Automatic,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
4779,Renault KWID 1.0 RXL,2018.0,260000.0,50000.0,Petrol,Individual,Manual,0.0,23.01,999.0,67.0,91Nm@ 4250rpm,5.0
4780,Hyundai Elantra S,2016.0,805000.0,49900.0,Petrol,Dealer,Manual,0.0,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5.0
4781,Hyundai Grand i10 Asta,2015.0,484999.0,55380.0,Petrol,Dealer,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
